Order Date,Region,Category,Sub-Category,Customer Name,Quantity,Sales,Discount,Profit
2024-11-13,West,Office Supplies,Paper,Customer 73,5,49.12,0.15,0.13
2024-11-10,Central,Technology,Phones,Customer 2,5,407.88,0.2,-35.07
2024-08-17,West,Office Supplies,Binders,Customer 6,10,119.54,0.0,19.71
2024-11-29,West,Office Supplies,Storage,Customer 50,10,36.8,0.15,-2.72
2023-11-30,West,Office Supplies,Binders,Customer 91,4,45.1,0.15,-0.1
2023-02-24,West,Office Supplies,Art,Customer 46,7,74.92,0.15,-2.99
2024-09-20,West,Office Supplies,Storage,Customer 80,3,29.7,0.1,3.55
2023-10-21,South,Technology,Phones,Customer 118,11,754.66,0.2,-68.01
2024-04-20,South,Furniture,Bookcases,Customer 65,12,138.84,0.15,8.84
2023-11-01,West,Office Supplies,Binders,Customer 75,1,5.7,0.0,-0.01
2024-03-01,East,Office Supplies,Paper,Customer 44,7,125.66,0.1,36.73
2024-07-06,West,Furniture,Tables,Customer 77,8,121.77,0.4,4.85
2024-02-28,South,Furniture,Tables,Customer 40,5,379.16,0.2,-59.32
2023-01-11,South,Office Supplies,Binders,Customer 108,12,175.2,0.3,12.3
2023-08-01,East,Office Supplies,Binders,Customer 113,5,91.64,0.15,8.08
2023-03-25,West,Office Supplies,Storage,Customer 63,10,159.54,0.1,4.49
2024-08-20,Central,Office Supplies,Labels,Customer 9,11,138.56,0.2,-10.46
2024-05-15,Central,Office Supplies,Labels,Customer 58,12,221.82,0.15,48.48
2023-10-14,West,Office Supplies,Paper,Customer 21,2,32.21,0.1,1.47
2023-08-06,East,Office Supplies,Storage,Customer 22,4,54.21,0.1,-5.31
2024-03-01,South,Furniture,Bookcases,Customer 1,9,620.26,0.0,105.42
2023-12-19,Central,Office Supplies,Labels,Customer 89,9,15.0,0.2,0.03
2024-06-30,South,Office Supplies,Paper,Customer 82,9,99.08,0.0,27.37
2023-10-04,East,Office Supplies,Binders,Customer 62,6,128.98,0.0,25.72
2024-04-20,Central,Office Supplies,Storage,Customer 33,3,18.52,0.1,4.43
2024-07-22,West,Technology,Copiers,Customer 63,13,2494.71,0.0,144.87
2024-06-05,West,Office Supplies,Paper,Customer 90,7,124.07,0.3,-30.17
2023-09-20,West,Furniture,Bookcases,Customer 89,8,358.36,0.3,-13.49
2023-01-01,South,Office Supplies,Paper,Customer 57,12,170.14,0.0,51.4
2024-02-11,West,Office Supplies,Paper,Customer 103,6,94.21,0.15,1.78
2023-07-18,South,Office Supplies,Art,Customer 20,4,20.03,0.15,6.59
2023-11-04,Central,Technology,Phones,Customer 93,5,906.82,0.1,192.62
2024-04-13,East,Technology,Machines,Customer 111,6,328.96,0.3,-55.44
2023-07-03,South,Office Supplies,Labels,Customer 95,3,22.18,0.15,4.28
2024-02-17,South,Office Supplies,Art,Customer 116,4,65.61,0.0,10.37
2024-07-03,Central,Office Supplies,Storage,Customer 2,3,12.48,0.15,0.99
2024-01-10,East,Office Supplies,Labels,Customer 55,8,145.65,0.0,42.63
2023-08-09,West,Technology,Accessories,Customer 63,2,316.66,0.0,88.77
2024-10-02,Central,Technology,Machines,Customer 27,10,524.15,0.15,135.38
2023-02-02,East,Office Supplies,Labels,Customer 3,12,256.64,0.0,107.18
2024-06-17,South,Technology,Accessories,Customer 8,3,256.29,0.3,48.1
2024-03-22,East,Office Supplies,Binders,Customer 94,5,59.2,0.1,-1.02
2024-12-24,West,Technology,Machines,Customer 36,2,275.11,0.2,53.68
2024-02-09,West,Office Supplies,Paper,Customer 101,1,9.82,0.0,1.69
2023-08-30,East,Technology,Phones,Customer 1,11,1059.13,0.0,517.24
2024-05-21,South,Office Supplies,Storage,Customer 90,3,46.1,0.3,6.44
2023-09-30,South,Technology,Copiers,Customer 105,12,803.86,0.4,-111.94
2024-01-23,East,Office Supplies,Paper,Customer 107,8,138.68,0.0,29.57
2023-10-26,West,Office Supplies,Paper,Customer 98,13,189.22,0.4,-29.23
2024-11-24,South,Office Supplies,Paper,Customer 78,2,35.78,0.1,1.14
2023-07-18,East,Technology,Copiers,Customer 10,7,509.11,0.0,61.93
2024-12-15,West,Office Supplies,Storage,Customer 58,8,143.98,0.2,-11.03
2024-02-25,West,Furniture,Tables,Customer 13,6,143.16,0.15,-42.61
2024-01-23,South,Furniture,Chairs,Customer 59,3,218.59,0.0,33.1
2023-12-04,South,Office Supplies,Binders,Customer 119,9,60.93,0.1,6.47
2023-11-10,East,Office Supplies,Binders,Customer 66,11,184.43,0.0,26.65
2023-05-28,South,Office Supplies,Art,Customer 60,4,70.43,0.1,-3.36
2024-06-15,Central,Technology,Copiers,Customer 6,11,1178.03,0.2,-94.48
2024-10-19,West,Technology,Copiers,Customer 37,6,559.36,0.2,79.04
2023-08-30,East,Office Supplies,Art,Customer 51,3,34.72,0.15,7.89
2024-06-29,Central,Office Supplies,Paper,Customer 28,1,23.92,0.0,8.2
2023-05-06,Central,Office Supplies,Art,Customer 87,4,23.17,0.3,-1.63
2024-04-17,Central,Office Supplies,Art,Customer 12,7,79.26,0.3,4.83
2023-01-31,Central,Technology,Accessories,Customer 11,2,57.41,0.15,-9.74
2023-04-16,West,Technology,Accessories,Customer 38,1,162.2,0.2,-0.47
2024-06-21,West,Office Supplies,Labels,Customer 108,4,65.33,0.1,5.83
2023-08-06,East,Office Supplies,Storage,Customer 4,3,24.84,0.0,7.86
2023-06-15,South,Office Supplies,Labels,Customer 114,7,53.76,0.1,3.87
2023-07-27,West,Office Supplies,Storage,Customer 115,7,76.42,0.2,22.23
2024-08-11,Central,Office Supplies,Labels,Customer 97,10,107.76,0.0,21.6
2024-11-26,East,Office Supplies,Storage,Customer 63,3,18.32,0.3,3.0
2024-10-10,West,Furniture,Furnishings,Customer 10,1,114.91,0.4,16.41
2023-03-17,East,Technology,Machines,Customer 98,7,1119.14,0.0,348.81
2023-06-24,South,Furniture,Tables,Customer 25,11,600.45,0.0,108.81
2024-10-20,East,Office Supplies,Paper,Customer 42,3,30.34,0.3,-1.89
2024-08-22,West,Office Supplies,Storage,Customer 20,3,33.59,0.0,9.74
2024-10-15,South,Office Supplies,Paper,Customer 59,7,76.43,0.0,-2.19
2023-07-23,West,Office Supplies,Binders,Customer 82,4,28.45,0.4,1.58
2023-06-28,East,Office Supplies,Storage,Customer 53,13,185.78,0.3,19.59
2023-10-12,Central,Office Supplies,Art,Customer 95,6,47.69,0.0,4.92
2023-01-26,Central,Furniture,Furnishings,Customer 7,13,992.88,0.1,61.72
2023-04-17,East,Office Supplies,Labels,Customer 2,6,10.0,0.2,-0.86
2024-07-10,East,Office Supplies,Storage,Customer 89,7,82.37,0.1,9.3
2023-08-27,East,Office Supplies,Labels,Customer 117,1,8.39,0.0,0.88
2024-03-13,Central,Technology,Copiers,Customer 90,6,1098.98,0.3,-29.47
2023-06-06,South,Technology,Phones,Customer 19,1,128.75,0.3,5.3
2024-05-05,West,Furniture,Tables,Customer 55,13,864.59,0.4,-47.17
2023-12-03,West,Technology,Machines,Customer 26,11,523.01,0.2,-26.51
2024-01-24,Central,Furniture,Tables,Customer 102,2,101.06,0.15,13.98
2024-08-02,Central,Office Supplies,Art,Customer 19,12,224.88,0.3,3.56
2024-06-11,East,Office Supplies,Binders,Customer 82,6,63.5,0.0,33.8
2024-12-10,Central,Office Supplies,Art,Customer 105,8,66.65,0.15,9.08
2023-12-16,West,Technology,Phones,Customer 89,8,727.06,0.15,112.9
2024-04-15,Central,Furniture,Tables,Customer 34,5,149.67,0.0,13.29
2023-10-01,East,Office Supplies,Art,Customer 83,4,16.13,0.1,-2.05
2024-09-13,East,Office Supplies,Storage,Customer 28,3,34.44,0.0,13.81
2024-04-26,Central,Furniture,Bookcases,Customer 99,12,848.34,0.0,-203.59
2024-04-16,West,Technology,Accessories,Customer 22,2,78.56,0.2,14.73
2023-02-20,West,Office Supplies,Art,Customer 74,2,27.16,0.0,7.09
2023-05-28,West,Technology,Phones,Customer 73,12,1385.81,0.2,300.66
2024-05-22,West,Technology,Machines,Customer 29,3,146.36,0.0,30.8
2024-11-24,East,Furniture,Chairs,Customer 10,4,277.82,0.0,66.46
2023-01-22,East,Technology,Phones,Customer 36,2,62.83,0.3,4.96
2023-08-26,South,Furniture,Tables,Customer 66,13,948.19,0.2,316.64
2024-05-19,Central,Office Supplies,Storage,Customer 15,6,71.15,0.3,1.8
2024-10-12,East,Office Supplies,Labels,Customer 41,5,8.33,0.0,0.82
2023-06-27,Central,Office Supplies,Binders,Customer 43,5,52.5,0.0,8.1
2024-03-04,West,Office Supplies,Storage,Customer 44,1,13.76,0.15,5.28
2023-06-17,West,Office Supplies,Paper,Customer 43,12,45.57,0.1,18.12
2023-10-04,West,Furniture,Bookcases,Customer 84,13,1344.57,0.0,556.34
2024-12-17,South,Office Supplies,Paper,Customer 15,5,49.16,0.2,4.73
2023-09-02,South,Technology,Machines,Customer 110,4,420.69,0.1,-73.5
2023-04-25,Central,Office Supplies,Art,Customer 66,3,23.31,0.1,2.69
2023-07-28,South,Office Supplies,Binders,Customer 16,8,96.9,0.4,-0.52
2023-07-24,East,Office Supplies,Binders,Customer 24,1,8.2,0.1,-1.53
2024-08-03,Central,Technology,Phones,Customer 77,4,389.99,0.2,30.37
2023-11-19,East,Furniture,Chairs,Customer 14,6,433.51,0.0,96.52
2023-04-04,East,Office Supplies,Labels,Customer 48,2,13.5,0.2,-1.24
2023-10-24,West,Office Supplies,Art,Customer 102,2,11.43,0.1,-0.04
2024-12-13,South,Technology,Phones,Customer 41,1,42.2,0.0,-0.51
2023-06-05,West,Office Supplies,Paper,Customer 71,8,57.54,0.2,-2.01
2023-11-26,East,Office Supplies,Labels,Customer 72,7,54.3,0.1,9.34
2024-04-30,East,Furniture,Tables,Customer 30,3,244.55,0.2,0.32
2023-11-25,Central,Office Supplies,Art,Customer 63,7,59.91,0.1,10.07
2023-12-07,South,Office Supplies,Binders,Customer 29,10,134.41,0.1,36.35
2024-04-19,West,Office Supplies,Binders,Customer 41,1,14.8,0.2,-0.1
2024-05-22,East,Office Supplies,Binders,Customer 110,2,6.08,0.2,2.16
2024-02-27,West,Technology,Machines,Customer 103,7,1053.29,0.1,257.69
2024-07-01,Central,Office Supplies,Art,Customer 101,1,9.36,0.2,3.06
2023-07-13,West,Technology,Copiers,Customer 32,3,164.5,0.3,-23.46
2024-08-03,East,Office Supplies,Art,Customer 100,4,42.74,0.0,4.02
2024-11-19,East,Technology,Copiers,Customer 35,3,331.25,0.4,-114.66
2023-02-23,East,Office Supplies,Labels,Customer 68,4,58.17,0.1,20.69
2023-02-13,Central,Office Supplies,Storage,Customer 23,11,78.36,0.1,17.39
2024-10-17,Central,Furniture,Bookcases,Customer 35,7,465.1,0.0,94.32
2023-04-02,West,Office Supplies,Binders,Customer 59,12,137.87,0.0,7.68
2023-02-23,West,Office Supplies,Labels,Customer 1,6,53.24,0.2,-1.58
2024-04-16,South,Technology,Copiers,Customer 39,6,647.03,0.2,83.61
2024-02-29,East,Office Supplies,Labels,Customer 32,1,12.88,0.1,2.06
2023-02-22,Central,Technology,Phones,Customer 58,4,231.62,0.0,-9.53
2023-08-25,South,Office Supplies,Art,Customer 37,3,17.76,0.0,2.33
2023-09-27,East,Furniture,Tables,Customer 44,12,250.85,0.0,34.75
2023-03-01,West,Technology,Accessories,Customer 53,9,1100.25,0.4,-22.82
2023-09-21,East,Furniture,Tables,Customer 60,10,703.24,0.0,200.35
2023-01-11,East,Furniture,Bookcases,Customer 17,2,136.76,0.2,2.86
2024-04-15,West,Technology,Phones,Customer 85,7,951.11,0.1,197.32
2023-04-18,Central,Office Supplies,Binders,Customer 23,9,145.3,0.1,49.28
2023-12-28,West,Office Supplies,Storage,Customer 109,7,47.38,0.15,5.56
2023-01-15,Central,Furniture,Bookcases,Customer 30,11,893.59,0.1,240.44
2023-06-10,East,Technology,Machines,Customer 20,4,1117.88,0.0,499.3
2024-09-18,West,Office Supplies,Art,Customer 69,8,96.28,0.15,15.22
2024-10-27,East,Technology,Copiers,Customer 32,13,864.1,0.0,-17.09
2023-06-27,South,Office Supplies,Paper,Customer 23,2,10.49,0.2,0.42
2024-12-12,Central,Technology,Copiers,Customer 86,1,145.28,0.0,62.32
2023-10-28,East,Furniture,Furnishings,Customer 76,4,209.57,0.15,31.04
2023-03-15,Central,Technology,Copiers,Customer 108,9,1001.63,0.0,26.43
2023-09-12,East,Office Supplies,Binders,Customer 13,5,86.07,0.0,8.18
2024-10-25,West,Technology,Phones,Customer 48,7,641.13,0.0,143.9
2024-12-12,East,Office Supplies,Binders,Customer 50,3,36.42,0.15,7.01
2024-09-02,South,Office Supplies,Labels,Customer 35,11,32.76,0.0,2.73
2024-08-17,East,Technology,Accessories,Customer 55,6,313.58,0.15,79.74
2024-01-27,Central,Office Supplies,Labels,Customer 21,9,116.01,0.1,2.59
2023-03-15,West,Office Supplies,Art,Customer 79,12,82.39,0.3,16.97
2023-11-04,Central,Furniture,Tables,Customer 51,4,80.89,0.3,-7.38
2024-08-17,East,Furniture,Bookcases,Customer 5,13,538.65,0.0,199.7
2023-06-05,West,Technology,Copiers,Customer 48,11,966.13,0.0,235.33
2024-02-03,West,Office Supplies,Binders,Customer 101,10,193.82,0.0,43.51
2024-03-17,East,Technology,Machines,Customer 22,3,545.35,0.4,-204.75
2023-07-19,West,Technology,Accessories,Customer 92,7,1406.48,0.4,273.34
2024-01-24,West,Technology,Phones,Customer 56,10,1679.09,0.15,310.99
2024-04-28,West,Technology,Accessories,Customer 65,8,342.35,0.1,-4.95
2023-02-14,West,Technology,Accessories,Customer 48,3,5.0,0.2,0.97
2024-03-16,South,Furniture,Bookcases,Customer 76,12,459.73,0.1,90.82
2024-01-13,West,Office Supplies,Art,Customer 55,8,104.37,0.0,15.89
2024-07-05,West,Technology,Machines,Customer 60,10,1582.33,0.0,163.08
2023-05-13,East,Office Supplies,Labels,Customer 55,1,13.71,0.2,-0.9
2024-01-01,Central,Furniture,Bookcases,Customer 15,5,8.33,0.0,-0.24
2023-10-24,South,Office Supplies,Binders,Customer 43,2,19.34,0.2,3.67
2023-10-04,Central,Technology,Copiers,Customer 47,13,992.9,0.0,283.8
2024-09-23,East,Furniture,Furnishings,Customer 111,12,527.15,0.0,58.0
2024-11-21,East,Furniture,Tables,Customer 63,11,908.44,0.1,-140.41
2024-01-30,West,Office Supplies,Paper,Customer 49,4,62.09,0.15,5.48
2023-06-16,South,Office Supplies,Art,Customer 98,8,166.66,0.0,-23.5
2024-02-29,Central,Technology,Accessories,Customer 92,10,1618.59,0.1,172.98
2023-10-18,South,Furniture,Chairs,Customer 7,9,335.64,0.0,-3.77
2023-07-14,West,Office Supplies,Paper,Customer 23,8,70.61,0.0,19.84
2024-11-23,East,Technology,Machines,Customer 98,13,1021.48,0.3,160.63
2023-12-07,East,Furniture,Chairs,Customer 59,12,401.45,0.0,65.58
2024-12-19,East,Furniture,Furnishings,Customer 38,5,379.75,0.2,-52.24
2024-11-07,East,Office Supplies,Paper,Customer 41,3,33.47,0.0,-7.26
2024-07-30,Central,Technology,Copiers,Customer 118,8,1145.66,0.0,405.21
2023-03-07,East,Office Supplies,Storage,Customer 69,9,136.88,0.0,27.8
2024-06-01,East,Furniture,Chairs,Customer 109,3,120.98,0.2,14.51
2023-11-29,South,Technology,Copiers,Customer 50,10,1468.84,0.0,448.6
2024-09-05,Central,Furniture,Furnishings,Customer 113,9,1049.63,0.0,198.33
2023-03-23,East,Office Supplies,Binders,Customer 18,7,79.48,0.1,34.48
2023-08-04,West,Technology,Machines,Customer 110,1,170.2,0.15,52.3
2024-01-08,South,Office Supplies,Labels,Customer 47,4,28.47,0.0,3.09
2023-07-04,Central,Office Supplies,Binders,Customer 58,3,41.4,0.15,0.47
2023-04-17,East,Office Supplies,Paper,Customer 63,11,161.64,0.15,59.33
2024-05-17,West,Office Supplies,Art,Customer 97,12,119.24,0.1,22.64
2023-03-26,South,Furniture,Chairs,Customer 45,5,299.79,0.0,106.83
2023-06-02,South,Office Supplies,Art,Customer 6,4,24.44,0.2,5.12
2024-01-29,Central,Office Supplies,Storage,Customer 92,2,27.74,0.3,9.59
2024-04-23,South,Office Supplies,Labels,Customer 16,3,35.35,0.1,7.95
2024-01-07,West,Office Supplies,Art,Customer 41,5,53.37,0.0,6.07
2024-03-15,South,Office Supplies,Paper,Customer 103,7,105.99,0.1,25.72
2024-04-28,West,Technology,Phones,Customer 38,3,395.63,0.2,2.36
2024-02-16,East,Office Supplies,Art,Customer 113,8,87.53,0.2,1.6
2024-02-23,Central,Office Supplies,Art,Customer 89,11,127.3,0.15,3.94
2024-09-18,West,Office Supplies,Storage,Customer 51,8,122.29,0.1,11.27
2023-12-14,Central,Technology,Accessories,Customer 54,10,1178.13,0.1,142.71
2024-09-27,East,Technology,Phones,Customer 67,6,1043.25,0.2,2.19
2024-05-22,Central,Office Supplies,Binders,Customer 93,5,70.44,0.2,12.55
2024-04-15,East,Furniture,Furnishings,Customer 25,8,429.09,0.2,-34.73
2024-03-27,South,Office Supplies,Labels,Customer 58,6,39.97,0.4,3.57
2023-02-09,East,Technology,Machines,Customer 85,6,353.53,0.2,66.6
2023-06-19,South,Technology,Machines,Customer 61,1,95.96,0.3,-20.84
2023-10-29,Central,Office Supplies,Art,Customer 84,8,108.27,0.2,29.71
2023-07-07,West,Furniture,Tables,Customer 28,6,388.15,0.4,-120.24
2024-09-24,East,Technology,Copiers,Customer 3,13,1668.01,0.3,-93.63
2024-11-06,East,Office Supplies,Binders,Customer 116,2,8.07,0.0,0.45
2023-08-05,East,Furniture,Chairs,Customer 94,12,958.81,0.1,171.2
2024-08-01,South,Office Supplies,Art,Customer 70,13,100.97,0.15,7.73
2023-10-23,South,Office Supplies,Art,Customer 40,3,23.48,0.3,-2.23
2023-07-24,South,Technology,Copiers,Customer 94,4,449.26,0.15,-44.34
2023-02-11,South,Office Supplies,Labels,Customer 9,13,117.2,0.3,31.27
2024-09-06,East,Office Supplies,Labels,Customer 16,10,16.67,0.3,0.2
2024-12-04,East,Technology,Accessories,Customer 119,9,15.0,0.0,0.19
2024-03-03,West,Technology,Phones,Customer 16,5,430.17,0.15,51.25
2023-11-30,South,Office Supplies,Binders,Customer 68,12,189.08,0.2,47.51
2023-12-08,West,Office Supplies,Storage,Customer 6,2,21.69,0.0,1.27
2024-11-09,West,Office Supplies,Labels,Customer 78,7,90.81,0.0,-5.19
2023-09-26,West,Office Supplies,Labels,Customer 116,6,94.16,0.0,15.18
2023-08-25,Central,Office Supplies,Paper,Customer 2,6,100.37,0.1,8.54
2023-11-30,West,Office Supplies,Binders,Customer 43,2,21.94,0.15,5.06
2024-07-08,West,Technology,Accessories,Customer 107,13,2497.88,0.0,97.07
2024-02-04,Central,Office Supplies,Labels,Customer 8,12,170.11,0.2,-49.36
2023-05-05,South,Office Supplies,Labels,Customer 111,3,50.29,0.0,11.93
2024-08-01,South,Office Supplies,Art,Customer 11,13,229.12,0.1,38.94
2023-02-18,West,Technology,Machines,Customer 76,2,207.12,0.0,-21.49
2024-02-19,West,Office Supplies,Labels,Customer 45,9,44.48,0.15,-1.18
2023-12-18,West,Technology,Accessories,Customer 47,10,2314.94,0.3,82.53
2024-03-04,East,Office Supplies,Binders,Customer 2,12,129.33,0.2,-29.81
2023-05-26,East,Technology,Copiers,Customer 45,1,48.91,0.0,7.97
2024-09-25,South,Office Supplies,Paper,Customer 63,7,126.67,0.15,16.83
2023-05-29,Central,Office Supplies,Labels,Customer 93,3,31.9,0.0,7.94
2023-08-17,West,Office Supplies,Paper,Customer 5,5,37.45,0.2,-4.51
2023-04-06,Central,Technology,Copiers,Customer 117,9,1648.18,0.4,337.49
2023-02-11,South,Technology,Phones,Customer 105,10,454.13,0.1,70.55
2023-10-17,Central,Furniture,Chairs,Customer 7,8,743.32,0.15,-16.28
2023-03-23,South,Office Supplies,Paper,Customer 61,13,161.37,0.0,20.67
2024-04-14,South,Office Supplies,Labels,Customer 115,7,125.72,0.15,13.4
2023-04-04,East,Technology,Accessories,Customer 10,2,264.27,0.0,-41.49
2023-02-25,West,Furniture,Chairs,Customer 118,8,644.61,0.1,129.42
2024-07-04,South,Office Supplies,Binders,Customer 99,6,110.65,0.1,3.86
2024-03-13,West,Office Supplies,Labels,Customer 14,1,5.35,0.0,2.49
2023-04-22,South,Technology,Machines,Customer 59,2,265.96,0.0,55.74
2024-06-03,East,Office Supplies,Storage,Customer 93,6,30.49,0.0,7.71
2024-05-06,West,Furniture,Furnishings,Customer 112,10,498.1,0.15,98.79
2024-10-14,West,Office Supplies,Art,Customer 38,3,30.18,0.0,12.0
2024-01-03,West,Furniture,Bookcases,Customer 51,3,177.53,0.0,16.33
2024-02-03,West,Technology,Copiers,Customer 108,12,1317.6,0.15,573.12
2023-05-01,West,Technology,Copiers,Customer 43,13,1331.25,0.0,323.76
2024-09-18,South,Office Supplies,Binders,Customer 86,8,84.37,0.1,5.44
2023-01-27,West,Office Supplies,Labels,Customer 96,8,13.33,0.15,2.6
2023-01-15,South,Technology,Copiers,Customer 120,9,1110.6,0.1,332.43
2023-10-16,Central,Office Supplies,Paper,Customer 120,9,74.01,0.1,-3.15
2024-02-03,East,Technology,Accessories,Customer 103,12,2066.67,0.2,323.16
2024-03-19,Central,Office Supplies,Storage,Customer 80,2,37.27,0.2,-0.08
2024-12-04,Central,Furniture,Furnishings,Customer 40,8,303.7,0.1,98.76
2023-10-29,West,Office Supplies,Art,Customer 37,4,58.65,0.0,-2.14
2024-09-16,West,Technology,Copiers,Customer 92,9,832.33,0.3,-166.4
2024-11-14,Central,Furniture,Chairs,Customer 51,1,20.29,0.0,5.13
2023-07-24,South,Technology,Copiers,Customer 27,4,357.48,0.3,-54.07
2023-07-17,West,Technology,Accessories,Customer 16,13,1901.51,0.1,-58.04
2024-08-16,South,Office Supplies,Art,Customer 8,11,140.08,0.0,32.41
2023-07-09,South,Office Supplies,Labels,Customer 2,13,131.79,0.15,14.93
2023-11-26,West,Technology,Copiers,Customer 6,13,704.95,0.3,39.36
2023-01-18,Central,Technology,Machines,Customer 32,4,295.92,0.15,25.09
2023-03-24,East,Furniture,Bookcases,Customer 1,9,450.11,0.1,30.47
2024-06-15,West,Office Supplies,Labels,Customer 5,6,10.0,0.0,5.3
2024-01-07,West,Office Supplies,Labels,Customer 6,1,4.62,0.1,1.05
2023-08-14,South,Office Supplies,Labels,Customer 104,6,28.03,0.1,3.26
2024-09-14,South,Furniture,Bookcases,Customer 106,4,183.87,0.0,9.7
2024-09-06,Central,Office Supplies,Binders,Customer 33,1,12.07,0.2,3.08
2023-07-26,East,Furniture,Furnishings,Customer 56,1,80.36,0.0,-0.18
2024-11-22,Central,Furniture,Bookcases,Customer 49,4,327.93,0.0,91.55
2024-11-06,East,Office Supplies,Storage,Customer 57,11,136.67,0.0,51.12
2024-03-18,South,Technology,Machines,Customer 97,9,546.41,0.1,87.39
2023-12-02,West,Furniture,Chairs,Customer 58,11,444.26,0.1,154.48
2023-03-20,East,Technology,Copiers,Customer 73,13,1192.19,0.3,73.85
2024-09-29,East,Office Supplies,Storage,Customer 12,8,83.14,0.2,23.59
2024-05-19,East,Furniture,Furnishings,Customer 21,6,383.48,0.15,123.65
2024-12-18,Central,Furniture,Bookcases,Customer 101,1,41.2,0.15,-9.09
2023-02-26,Central,Office Supplies,Labels,Customer 10,3,29.84,0.2,-3.34
2024-12-25,West,Technology,Copiers,Customer 119,4,6.67,0.0,0.82
2024-09-04,East,Office Supplies,Paper,Customer 105,9,189.65,0.15,12.38
2024-02-13,West,Furniture,Bookcases,Customer 37,2,128.2,0.3,-2.87
2023-11-25,East,Office Supplies,Labels,Customer 30,6,10.0,0.2,0.28
2024-03-31,West,Furniture,Chairs,Customer 78,2,124.22,0.0,0.1
2024-12-17,South,Office Supplies,Binders,Customer 80,13,27.27,0.1,2.78
2024-05-30,East,Technology,Phones,Customer 85,13,1610.15,0.0,-17.42
2024-05-08,West,Technology,Phones,Customer 7,2,225.19,0.0,89.0
2024-10-11,South,Office Supplies,Paper,Customer 98,3,57.48,0.2,0.38
2023-05-22,West,Office Supplies,Art,Customer 52,13,106.84,0.15,14.03
2024-06-21,Central,Furniture,Bookcases,Customer 61,1,130.1,0.3,10.91
2024-02-19,East,Office Supplies,Storage,Customer 68,10,81.19,0.15,1.56
2024-02-27,South,Office Supplies,Labels,Customer 21,9,76.45,0.0,8.55
2023-03-12,Central,Office Supplies,Paper,Customer 101,10,143.47,0.2,-20.94
2023-04-11,Central,Office Supplies,Art,Customer 40,3,50.53,0.0,3.47
2023-05-05,East,Office Supplies,Labels,Customer 16,12,116.23,0.0,43.29
2023-03-26,East,Office Supplies,Storage,Customer 25,7,93.36,0.2,5.86
2023-10-21,Central,Furniture,Bookcases,Customer 15,12,1202.5,0.0,165.94
2024-11-15,Central,Furniture,Furnishings,Customer 42,1,49.99,0.15,17.43
2024-10-17,Central,Office Supplies,Storage,Customer 80,3,15.67,0.2,4.96
2023-07-25,West,Office Supplies,Art,Customer 105,12,155.44,0.3,5.17
2023-01-22,East,Office Supplies,Binders,Customer 112,11,176.3,0.0,28.68
2024-10-26,East,Office Supplies,Binders,Customer 37,13,146.95,0.0,1.2
2024-01-17,East,Office Supplies,Storage,Customer 38,8,114.06,0.0,42.56
2023-05-08,South,Furniture,Furnishings,Customer 113,10,670.47,0.1,75.17
2023-10-29,Central,Office Supplies,Paper,Customer 111,8,122.39,0.3,-26.68
2023-05-14,East,Office Supplies,Binders,Customer 110,8,161.92,0.15,23.71
2023-03-02,Central,Office Supplies,Labels,Customer 59,13,21.67,0.0,3.75
2023-05-26,West,Furniture,Chairs,Customer 65,12,774.58,0.0,227.93
2023-01-06,West,Office Supplies,Art,Customer 82,9,22.21,0.0,-0.02
2023-12-21,South,Office Supplies,Storage,Customer 26,1,12.23,0.2,0.9
2023-12-09,West,Technology,Copiers,Customer 39,8,675.5,0.0,262.36
2024-10-20,South,Office Supplies,Labels,Customer 78,7,64.43,0.0,-2.69
2023-09-23,East,Office Supplies,Labels,Customer 92,13,108.97,0.2,19.51
2023-09-19,East,Furniture,Furnishings,Customer 65,11,899.61,0.1,80.75
2024-12-16,South,Technology,Accessories,Customer 109,7,11.67,0.0,2.25
2023-10-09,West,Office Supplies,Storage,Customer 42,4,19.96,0.0,2.26
2024-02-12,South,Technology,Phones,Customer 18,10,783.72,0.1,-35.02
2023-06-20,South,Office Supplies,Binders,Customer 116,12,84.65,0.15,10.84
2024-10-05,East,Furniture,Furnishings,Customer 69,5,204.15,0.4,-29.58
2023-04-17,Central,Technology,Machines,Customer 27,3,225.93,0.0,41.06
2023-06-27,South,Office Supplies,Art,Customer 36,8,59.94,0.2,-25.64
2024-10-24,South,Furniture,Tables,Customer 112,8,439.08,0.2,119.4
2023-01-06,Central,Office Supplies,Binders,Customer 33,6,65.34,0.2,9.23
2023-08-26,South,Technology,Phones,Customer 83,5,735.7,0.3,108.84
2023-09-26,West,Furniture,Chairs,Customer 22,1,30.35,0.0,-4.62
2023-10-05,Central,Technology,Accessories,Customer 81,2,280.06,0.2,-10.54
2024-07-17,West,Furniture,Chairs,Customer 14,11,551.1,0.0,-48.92
2024-02-11,West,Furniture,Tables,Customer 118,6,364.3,0.3,-14.5
2024-04-20,East,Technology,Machines,Customer 42,1,19.15,0.1,-0.95
2023-05-20,East,Technology,Accessories,Customer 92,2,420.08,0.0,33.99
2024-07-17,East,Office Supplies,Paper,Customer 110,8,89.85,0.15,-14.54
2024-01-22,South,Furniture,Bookcases,Customer 63,3,215.24,0.1,22.11
2023-02-21,South,Office Supplies,Art,Customer 11,11,52.89,0.2,11.92
2023-06-13,West,Furniture,Tables,Customer 96,13,551.78,0.15,80.28
